observation_mode,anchor_count,auxiliary_loss_weight,noise,gamma_true,gamma_est,relative_error,objective,G_loss,I_loss,auxiliary_loss,recoverable_le_0p1,recoverable_le_0p2,finite_result,frozen_inputs_unchanged
port_only,0,0.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.12120439676120218,0.08237142046334764,0.07766307179632437,0.0,False,False,True,True
port_only,0,0.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.1351289184233071,0.09033370465068821,0.08958754674585309,0.0,False,False,True,True
port_plus_T_temporal_derivative_proxy,2,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.12135843431790781,0.08237142046334764,0.07766307179632437,0.0015403755670562924,False,False,True,True
port_plus_T_temporal_derivative_proxy,2,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.12274477232825846,0.08237142046334764,0.07766307179632437,0.0015403755670562924,False,False,True,True
port_plus_T_temporal_derivative_proxy,2,10.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.1366081524317651,0.08237142046334764,0.07766307179632437,0.0015403755670562924,False,False,True,True
port_plus_T_temporal_derivative_proxy,2,100.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.27524195346683145,0.08237142046334764,0.07766307179632437,0.0015403755670562924,False,False,True,True
port_plus_T_temporal_derivative_proxy,4,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.1234695303036132,0.08237142046334764,0.07766307179632437,0.02265133542411023,False,False,True,True
port_plus_T_temporal_derivative_proxy,4,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.14385573218531242,0.08237142046334764,0.07766307179632437,0.02265133542411023,False,False,True,True
port_plus_T_temporal_derivative_proxy,4,10.0,0.0,450000000.0,900000000.0,1.0,0.2462195862303507,0.10250707412031101,0.10190380447993949,0.009275922114674442,False,False,True,True
port_plus_T_temporal_derivative_proxy,4,100.0,0.0,450000000.0,900000000.0,1.0,1.0810525765510506,0.10250707412031101,0.10190380447993949,0.009275922114674442,False,False,True,True
port_plus_T_temporal_derivative_proxy,8,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.12607087793226227,0.08237142046334764,0.07766307179632437,0.048664811710600914,False,False,True,True
port_plus_T_temporal_derivative_proxy,8,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.1698692084718031,0.08237142046334764,0.07766307179632437,0.048664811710600914,False,False,True,True
port_plus_T_temporal_derivative_proxy,8,10.0,0.0,450000000.0,900000000.0,1.0,0.5997890520658957,0.10250707412031101,0.10190380447993949,0.04463286869822894,False,False,True,True
port_plus_T_temporal_derivative_proxy,8,100.0,0.0,450000000.0,900000000.0,1.0,4.6167472349065,0.10250707412031101,0.10190380447993949,0.04463286869822894,False,False,True,True
port_plus_T_temporal_derivative_proxy,16,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.1261723937598447,0.08237142046334764,0.07766307179632437,0.04967996998642537,False,False,True,True
port_plus_T_temporal_derivative_proxy,16,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.17088436674762755,0.08237142046334764,0.07766307179632437,0.04967996998642537,False,False,True,True
port_plus_T_temporal_derivative_proxy,16,10.0,0.0,450000000.0,900000000.0,1.0,0.615148609204127,0.10250707412031101,0.10190380447993949,0.04616882441205206,False,False,True,True
port_plus_T_temporal_derivative_proxy,16,100.0,0.0,450000000.0,900000000.0,1.0,4.770342806288812,0.10250707412031101,0.10190380447993949,0.04616882441205206,False,False,True,True
port_plus_T_temporal_derivative_proxy,32,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.12624628548966974,0.08237142046334764,0.07766307179632437,0.05041888728467549,False,False,True,True
port_plus_T_temporal_derivative_proxy,32,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.17162328404587768,0.08237142046334764,0.07766307179632437,0.05041888728467549,False,False,True,True
port_plus_T_temporal_derivative_proxy,32,10.0,0.0,450000000.0,900000000.0,1.0,0.622231661171236,0.10250707412031101,0.10190380447993949,0.04687712960876297,False,False,True,True
port_plus_T_temporal_derivative_proxy,32,100.0,0.0,450000000.0,900000000.0,1.0,4.841173325959903,0.10250707412031101,0.10190380447993949,0.04687712960876297,False,False,True,True
port_plus_T_temporal_derivative_proxy,2,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.12353468991690618,0.0878040857066694,0.07123335652036669,0.001124855503610888,False,False,True,True
port_plus_T_temporal_derivative_proxy,2,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.12317316750014075,0.08239266689180008,0.07791644597512498,0.0018208372210858238,False,False,True,True
port_plus_T_temporal_derivative_proxy,2,10.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.13753838567497984,0.07349216712111913,0.08622549586021493,0.0020932030224060905,False,False,True,True
port_plus_T_temporal_derivative_proxy,2,100.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.2683835730321388,0.07283660207396349,0.08488375608864192,0.0015310365251416198,False,False,True,True
port_plus_T_temporal_derivative_proxy,4,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.11845788676731064,0.07974265162253528,0.07370093497135116,0.018633272594074282,False,False,True,True
port_plus_T_temporal_derivative_proxy,4,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.14874796193872222,0.08309618812397854,0.08327717233611369,0.024011747246994477,False,False,True,True
port_plus_T_temporal_derivative_proxy,4,10.0,0.02,450000000.0,900000000.0,1.0,0.26323715812613463,0.09882659115493746,0.10657812810964289,0.011112011419305024,False,False,True,True
port_plus_T_temporal_derivative_proxy,4,100.0,0.02,450000000.0,900000000.0,1.0,1.2680127363479476,0.11751173265570146,0.10441629807551608,0.010982914659311628,False,False,True,True
port_plus_T_temporal_derivative_proxy,8,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.12252864380162938,0.08164507040687954,0.07086626722566146,0.054489993822267505,False,False,True,True
port_plus_T_temporal_derivative_proxy,8,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.1699532472899872,0.08182478946065658,0.08781118723636057,0.04422142381145799,False,False,True,True
port_plus_T_temporal_derivative_proxy,8,10.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.5498303622700076,0.07806496643284078,0.08643331952410645,0.042854729567542126,False,False,True,True
port_plus_T_temporal_derivative_proxy,8,100.0,0.02,450000000.0,900000000.0,1.0,4.157013110960567,0.10239985915519731,0.11144646549025683,0.03998888630336916,False,False,True,True
port_plus_T_temporal_derivative_proxy,16,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.12366053078553176,0.08242297303254706,0.07295117130403311,0.04760531701275787,False,False,True,True
port_plus_T_temporal_derivative_proxy,16,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.15977521212559187,0.06893072575197386,0.07822555215315473,0.05173026989734829,False,False,True,True
port_plus_T_temporal_derivative_proxy,16,10.0,0.02,450000000.0,900000000.0,1.0,0.7029729532359809,0.09674093946828424,0.11139796923717958,0.05505316404257813,False,False,True,True
port_plus_T_temporal_derivative_proxy,16,100.0,0.02,450000000.0,900000000.0,1.0,4.8638420274930105,0.11275321286059177,0.10326044759780893,0.04699457202110189,False,False,True,True
port_plus_T_temporal_derivative_proxy,32,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.114274984014505,0.07332284009173769,0.06957284829643362,0.0616427937485815,False,False,True,True
port_plus_T_temporal_derivative_proxy,32,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.1769925376856443,0.08672731372772702,0.07489327577967375,0.05281714566838804,False,False,True,True
port_plus_T_temporal_derivative_proxy,32,10.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.6146700362704522,0.08292343466637245,0.08164549247455927,0.049092241496710785,False,False,True,True
port_plus_T_temporal_derivative_proxy,32,100.0,0.02,450000000.0,900000000.0,1.0,4.732165370773542,0.09817874112091411,0.10712695537119223,0.04580421763243706,False,False,True,True
port_plus_calibrated_T_sw,0,0.0,0.0,450000000.0,450000000.0,0.0,1.9195661387567964e-06,0.0,0.0,0.0,True,True,True,True
port_plus_calibrated_T_sw,0,0.0,0.02,450000000.0,450000000.0,0.0,0.0016727999286516764,0.0007521762171937645,0.0018374082906383103,0.0,True,True,True,True
port_plus_dense_T,0,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.12145658326951823,0.08237142046334764,0.07766307179632437,0.002521865083160583,False,False,True,True
port_plus_dense_T,0,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.12372626184436276,0.08237142046334764,0.07766307179632437,0.002521865083160583,False,False,True,True
port_plus_dense_T,0,10.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.146423047592808,0.08237142046334764,0.07766307179632437,0.002521865083160583,False,False,True,True
port_plus_dense_T,0,100.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.37339090507726047,0.08237142046334764,0.07766307179632437,0.002521865083160583,False,False,True,True
port_plus_dense_T,0,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.1172653578562818,0.07892879928082747,0.07588318880496556,0.003935237732791941,False,False,True,True
port_plus_dense_T,0,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.13384978268786688,0.09135335375353568,0.0771257097103768,0.003932133679450436,False,False,True,True
port_plus_dense_T,0,10.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.15979446349401744,0.07864957301907388,0.08483331504488638,0.003872679255280799,False,False,True,True
port_plus_dense_T,0,100.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.5091849873865402,0.07566692568536028,0.09419198901541899,0.003864206267937781,False,False,True,True
port_plus_m_proxy,2,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.14053497628207595,0.08237142046334764,0.07766307179632437,0.19330579520873786,False,False,True,True
port_plus_m_proxy,2,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.31451019196994,0.08237142046334764,0.07766307179632437,0.19330579520873786,False,False,True,True
port_plus_m_proxy,2,10.0,0.0,450000000.0,1000000000.0,1.2222222222222223,2.0542623488485807,0.08237142046334764,0.07766307179632437,0.19330579520873786,False,False,True,True
port_plus_m_proxy,2,100.0,0.0,450000000.0,1000000000.0,1.2222222222222223,19.451783917634987,0.08237142046334764,0.07766307179632437,0.19330579520873786,False,False,True,True
port_plus_m_proxy,4,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.14278807436099078,0.08237142046334764,0.07766307179632437,0.21583677599788603,False,False,True,True
port_plus_m_proxy,4,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.3370411727590882,0.08237142046334764,0.07766307179632437,0.21583677599788603,False,False,True,True
port_plus_m_proxy,4,10.0,0.0,450000000.0,1000000000.0,1.2222222222222223,2.2795721567400626,0.08237142046334764,0.07766307179632437,0.21583677599788603,False,False,True,True
port_plus_m_proxy,4,100.0,0.0,450000000.0,1000000000.0,1.2222222222222223,21.704881996549805,0.08237142046334764,0.07766307179632437,0.21583677599788603,False,False,True,True
port_plus_m_proxy,8,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.14347881106394822,0.08237142046334764,0.07766307179632437,0.22274414302746048,False,False,True,True
port_plus_m_proxy,8,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.3439485397886627,0.08237142046334764,0.07766307179632437,0.22274414302746048,False,False,True,True
port_plus_m_proxy,8,10.0,0.0,450000000.0,1000000000.0,1.2222222222222223,2.3486458270358073,0.08237142046334764,0.07766307179632437,0.22274414302746048,False,False,True,True
port_plus_m_proxy,8,100.0,0.0,450000000.0,1000000000.0,1.2222222222222223,22.39561869950725,0.08237142046334764,0.07766307179632437,0.22274414302746048,False,False,True,True
port_plus_m_proxy,16,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.14370415300959627,0.08237142046334764,0.07766307179632437,0.2249975624839409,False,False,True,True
port_plus_m_proxy,16,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.3462019592451431,0.08237142046334764,0.07766307179632437,0.2249975624839409,False,False,True,True
port_plus_m_proxy,16,10.0,0.0,450000000.0,1000000000.0,1.2222222222222223,2.3711800216006114,0.08237142046334764,0.07766307179632437,0.2249975624839409,False,False,True,True
port_plus_m_proxy,16,100.0,0.0,450000000.0,1000000000.0,1.2222222222222223,22.62096064515529,0.08237142046334764,0.07766307179632437,0.2249975624839409,False,False,True,True
port_plus_m_proxy,32,0.1,0.0,450000000.0,1000000000.0,1.2222222222222223,0.14379604009581778,0.08237142046334764,0.07766307179632437,0.22591643334615602,False,False,True,True
port_plus_m_proxy,32,1.0,0.0,450000000.0,1000000000.0,1.2222222222222223,0.34712083010735817,0.08237142046334764,0.07766307179632437,0.22591643334615602,False,False,True,True
port_plus_m_proxy,32,10.0,0.0,450000000.0,1000000000.0,1.2222222222222223,2.3803687302227625,0.08237142046334764,0.07766307179632437,0.22591643334615602,False,False,True,True
port_plus_m_proxy,32,100.0,0.0,450000000.0,1000000000.0,1.2222222222222223,22.7128477313768,0.08237142046334764,0.07766307179632437,0.22591643334615602,False,False,True,True
port_plus_m_proxy,2,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.12667521001200155,0.07232514874767162,0.0683894530390069,0.2015389434513413,False,False,True,True
port_plus_m_proxy,2,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.34582151662930266,0.08087482400519333,0.08668246159601818,0.2216040214264079,False,False,True,True
port_plus_m_proxy,2,10.0,0.02,450000000.0,1000000000.0,1.2222222222222223,1.992295069277922,0.08707301817686883,0.08768084644841853,0.18613801874771516,False,False,True,True
port_plus_m_proxy,2,100.0,0.02,450000000.0,1000000000.0,1.2222222222222223,19.19701443664479,0.08405906802884301,0.08674668755692681,0.1906958058443779,False,False,True,True
port_plus_m_proxy,4,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.14691222360544437,0.08835231921281049,0.07173837655353482,0.22689275716174112,False,False,True,True
port_plus_m_proxy,4,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.3493799569725925,0.08823707693976211,0.07135223955634683,0.2254653198549646,False,False,True,True
port_plus_m_proxy,4,10.0,0.02,450000000.0,1000000000.0,1.2222222222222223,2.1499845588322755,0.08316735411349936,0.07564721544977264,0.20289921565941973,False,False,True,True
port_plus_m_proxy,4,100.0,0.02,450000000.0,1000000000.0,1.2222222222222223,23.4041372288028,0.07402533528992442,0.07368811350582065,0.23293266396360274,False,False,True,True
port_plus_m_proxy,8,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.1387904818047397,0.0787971339524689,0.07634056805814822,0.2182162342350435,False,False,True,True
port_plus_m_proxy,8,1.0,0.02,450000000.0,1000000000.0,1.2222222222222223,0.33359394739058323,0.08156840877972248,0.07542130203419463,0.21431344719407108,False,False,True,True
port_plus_m_proxy,8,10.0,0.02,450000000.0,1000000000.0,1.2222222222222223,2.213143650317876,0.08136800243523105,0.07451300427279105,0.20945177053465575,False,False,True,True
port_plus_m_proxy,8,100.0,0.02,450000000.0,1000000000.0,1.2222222222222223,23.24368490147627,0.08217347393941182,0.09207526018159051,0.2311547235704637,False,False,True,True
port_plus_m_proxy,16,0.1,0.02,450000000.0,1000000000.0,1.2222222222222223,0.1433253927970488,0.08063958286180187,0.08039908736823817,0.224848258514355,False,False,True,True
